title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
适用于0-1-2-3岁儿童的超软刷毛牙刷，独立包装，防滑孔手柄握感舒适，小巧刷头可深度清洁，附带训练用手动牙刷，适合日常口腔护理,,￥9-￥99,https://img.kwcdn.com/product/fancy/e8a882c0-4595-49cd-b75a-5460378daa98.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1个便携式牙齿矫正器收纳盒，带镜子 - 六边形图案，耐用塑料/玻璃材质，适合旅行和居家使用，适用于牙套和隐形牙套,,￥9-￥99,https://img.kwcdn.com/product/fancy/8dcd4fac-0ae7-4d3a-bc15-a80d68aded91.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
新生儿及幼儿专用牙刷，U型软毛硅胶牙刷，全面保护牙齿,,￥9-￥99,https://img.kwcdn.com/product/fancy/7eb96de9-eeef-4971-88a5-9ba47a1b8604.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2件套不锈钢舌刮器，银色舌苔清洁器,,￥9-￥99,https://img.kwcdn.com/product/fancy/ba41f62c-8658-4faa-aac7-eb6d5f109745.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
专为佩戴牙套人士设计的成人专用纹理牙刷，采用超柔软刷毛，带有凹槽设计，便于清洁牙缝和护理牙套。套装包含2支牙刷和2支牙间刷，可深度清洁牙缝。是日常口腔护理的理想之选。,,￥9-￥99,https://img.kwcdn.com/product/fancy/f9d39c99-41d0-4231-8754-f3bb21444394.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
4件套便携式旅行牙刷盒，带牙膏架 - 小巧、卫生、耐用，是露营和旅行的理想之选，外出必备。,,￥9-￥99,https://img.kwcdn.com/product/open/17e173d461914fb1b0d763532a3ab1aa-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
8个牙刷头保护套，便携式旅行牙刷盒，随机颜色牙科套装盒。,,￥9-￥99,https://img.kwcdn.com/product/open/84099cda19034c849f951287e7189180-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
3盒/2盒/1盒（每盒含80-100根牙签），（颜色随机）便携式迷你牙签，配有牙签盒，是汽车、旅行和户外露营的实用小工具。,,￥9-￥99,https://img.kwcdn.com/product/fancy/6c21dfd6-0ae1-491d-9c14-956c9911fd51.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
大号创意星形设计牙刷架 - 可爱笑脸，结构坚固耐用，独立节省空间的浴室收纳盒，适用于电动/手动牙刷,,￥9-￥99,https://img.kwcdn.com/product/fancy/5be51416-999b-4beb-815c-fb377a213411.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
成人8刷头电动牙刷 - 可充电，5种清洁模式，智能定时器，3小时快速充电，中等硬度尼龙刷毛，旅行便携设计，1个刷头+8个替换刷头，圣诞节/万圣节礼物,,￥9-￥99,https://img.kwcdn.com/product/fancy/6d52988b-6f07-4986-b30a-b5135918ab88.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
HENEE 豪华牙刷四支装，带纹理手柄，超软和中等硬度刷毛，宽刷头带来更佳口腔护理，便携高品质设计，适合商务旅行，含礼盒,,￥9-￥99,https://img.kwcdn.com/product/open/575ab84e180040d2bec2e6690fb2900c-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
6支装中等硬度/中等硬度牙刷，6个独立包装（2支红色、2支绿色、2支黄色），大刷头，成人家庭装，家用。,,￥9-￥99,https://img.kwcdn.com/product/open/2024-05-28/1716878115286-3e98237296154f88b071608a12f76965-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
旋转式电动牙刷，4个刷头套装，超高振动频率，声波充电式电动牙刷，多种模式，智能定时器，功能齐全，2002年节日礼物,,￥9-￥99,https://img.kwcdn.com/product/fancy/ac0deb76-fbde-46be-850d-02a291453eb3.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2/3/4/5/6支装牙刷，多包装3头手动牙刷，颜色随机，三面刷头，符合人体工学，适合居家日常使用、旅行及情侣牙刷套装,,￥9-￥99,https://img.kwcdn.com/product/fancy/d9e227c1-1671-4558-bf14-6571f7d17735.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
适用于 Oral-B 和 iO 系列电动牙刷的 1/4/8 个装便携式牙刷防尘盖 - 透明塑料保护盖，带通风孔，卫生耐用设计，维护口腔卫生 | 通风盖 | 耐用塑料,,￥9-￥99,https://img.kwcdn.com/product/open/f2346d0d979848339c2659e1f3fff43e-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
12件套大容量牙刷套装，5合1多功能护理套装（薄荷味），包含爆珠牙膏和牙刷、牙线、牙间清洁器和舌刮器，方便柔软，软毛设计，呵护牙齿和牙龈。,,￥9-￥99,https://img.kwcdn.com/product/fancy/5d22f900-ca0e-4ec7-b3fc-edb29f9d8cc4.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
适用于飞利浦Sonicare卡扣式电动牙刷的替换牙刷头，带保护盖，4/8个软毛替换电动牙刷头，配4/8个刷头保护盖。,,￥9-￥99,https://img.kwcdn.com/product/fancy/18d53d8a-4b0e-4298-81d0-ac7563855ce7.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
电动牙刷（含电池），个人口腔护理牙刷，便携式家用及旅行牙刷，配备4个可替换刷头（其中一个已包含在刷头内），不含电池版本,,￥9-￥99,https://img.kwcdn.com/product/fancy/b62ec892-4955-4f4c-8c1e-aa156b279d5d.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
6支装竹制牙刷，柔软刷毛，呵护敏感牙齿和牙龈，手动木柄，居家深度清洁口腔。,,￥9-￥99,https://img.kwcdn.com/product/open/30392709a5384a2fba280c3f2b1a8b35-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
3支装超细软毛牙刷，家用装，专为牙龈敏感人群设计，颜色随机，超细超软毛牙刷,,￥9-￥99,https://img.kwcdn.com/product/open/2023-11-25/1700882224150-e06f8ccc6d2347c5bc448272bca1ca04-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1支可爱小动物造型硅胶U型牙刷，熊猫造型手柄，U型硅胶刷头，保护牙齿和牙龈，适合3-6岁儿童使用。,,￥9-￥99,https://img.kwcdn.com/product/fancy/184231c5-1fd8-4462-b0d6-12f90c57f149.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1支装玻璃扁桃体结石去除器，带15°倾斜尖端、硅胶帽，易于使用，白色，用于口腔卫生,,￥9-￥99,https://img.kwcdn.com/product/fancy/b9722675-e70d-4c74-aec2-3e8c3aacaaad.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
升级新款成人电动牙刷套装，包含4个替换刷头和1个牙刷主机，软毛牙刷，口腔护理牙刷，男女居家旅行皆宜，是理想的礼物之选。,,￥9-￥99,https://img.kwcdn.com/product/fancy/84a9017d-d415-480c-9058-ade5cc5aa74c.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
便携式电动牙刷头保护套 - 防尘旅行收纳盒，1个，带牙刷架,,￥9-￥99,https://img.kwcdn.com/product/1e2982cac8/f45be0af-b5ed-4eaf-99f4-9883ae911046_800x800.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
4支装随机颜色成人软毛牙刷，温和舒适，男女通用，超细纤维刷毛，深层清洁,,￥9-￥99,https://img.kwcdn.com/product/fancy/3ca39b28-c270-499f-b40a-1dc92a0123de.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1个便携式钛合金弹簧牙签钥匙扣 - 金属口袋推拉式牙签架，适用于户外露营、露营装备 | 现代美学 | 耐用结构，露营装备配件,,￥9-￥99,https://img.kwcdn.com/product/fancy/a20a59ed-2a38-4472-90ff-3a293dd3efeb.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
10支装随机颜色日式宽头成人软毛牙刷，双层种植牙专用超细纤维刷毛，温和呵护牙龈，情侣/家庭装,,￥9-￥99,https://img.kwcdn.com/product/fancy/645ad687-9506-4487-9ea8-bec4dad6d259.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
8个装替换牙刷头，适用于欧乐B电动牙刷。4个白色，4个黑色。,,￥9-￥99,https://img.kwcdn.com/product/fancy/43e9d06e-94a0-4b2f-813e-c6fdd89dc99a.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
"日本MEMI纳米牙刷套装（2支装） - 超过30,000根超细柔软高密度刷毛，配有两支独立牙刷",,￥9-￥99,https://img.kwcdn.com/product/fancy/009e683b-7447-48aa-8b0b-52266c6827cc.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
适用于专业电动牙刷的兼容替换刷头，适用于7000、Pro 1000、9600、5000、3000和8000型号。,,￥9-￥99,https://img.kwcdn.com/product/fancy/547d568b-b0a1-45a8-8593-7b8ccf652d28.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2025新款六色塑料舌刮，日常使用，清洁舌头，清新口气,,￥9-￥99,https://img.kwcdn.com/product/fancy/57757a14-5314-4aa0-ac23-314b6ce8ac51.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
牙刷6支装，软毛呵护牙龈，防滑手柄，小刷头，清洁口腔，易于收纳，随机图案,,￥9-￥99,https://img.kwcdn.com/product/fancy/e54c2aec-3a3b-49df-ad73-094786711d86.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
适用于电动牙刷的替换刷头，适用于 Pro 500/1000/1500/3000/3757/5000/7000/7500/8000 型号的替换刷头（刷头和刷盖）,,￥9-￥99,https://img.kwcdn.com/product/1f66680df0/eaf33301-6229-45ec-9080-56e6dd767193_1280x1280.png?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
10支装 NONA 牙刷 | 柔软刷毛，天然材质，高品质手动牙刷，呵护牙龈，深度清洁，日常口腔护理,,￥9-￥99,https://img.kwcdn.com/product/open/2024-09-15/1726405677580-65c04bbd382b43dbb1ededfa8a9834da-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2000支装，天然竹制双头细牙签，一次性竹牙签，便携式酒店牙签,,￥9-￥99,https://img.kwcdn.com/product/fancy/e99c6b04-c4a4-43cf-961c-ab96fac7e42f.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1支成人牙刷，单簇超细刷毛，适用于牙套、牙缝、种植牙、后牙和智齿，深度口腔护理，紧凑型微型刷头，手动牙刷，用于清洁口腔护理,,￥9-￥99,https://img.kwcdn.com/product/fancy/944b8149-bb97-4438-8e8c-85d15a87f5a9.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
牙齿清洁海绵 - 成人牙垢和黑渍去除器，牙齿清洁工具，日本清洁牙刷，带替换刷头,,￥9-￥99,https://img.kwcdn.com/product/fancy/4f070e73-77ae-4ba6-a7f6-733ab1b119ef.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1支装软尼龙刷毛牙刷 - 温和呵护牙龈，适合作为生日或圣诞礼物，牙刷，趣味配件，易握手柄设计,,￥9-￥99,https://img.kwcdn.com/product/fancy/76a854d9-bf7e-4ee0-9ad0-03567485560a.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
六支装经济实惠的成人牙刷，采用优质柔软尼龙刷毛,,￥9-￥99,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/22cf5df94ce508ee965d0694315e5083.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
8支装软毛牙刷套装，适合3至8岁儿童使用，采用可爱卡通设计，用于家庭口腔护理。,,￥9-￥99,https://img.kwcdn.com/product/fancy/65ed327f-0c5d-460a-9124-a980b5379174.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1个牙刷旅行盒 旅行牙刷收纳盒 旅行必备旅行用品 适合旅行和外出 便携式防尘浴室牙膏盒 万圣节圣诞节礼物 首字母26个字母图案,,￥9-￥99,https://img.kwcdn.com/product/open/123804acf1784350bea5e3732960d657-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
超硬硬毛牙刷 4支装 独立包装 家庭装 家用 成人款 波浪形大刷头,,￥9-￥99,https://img.kwcdn.com/product/fancy/4ce97409-8c33-4008-9e63-55d0e45a307c.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
"SB-17 超柔软刷头

适用于欧乐B电动牙刷的替换刷头，全新超柔软刷毛，刷毛尖端锋利，完美清洁牙缝。",,￥9-￥99,https://img.kwcdn.com/product/fancy/4cff933b-a650-45c2-a58b-8ebae5d6f69b.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2支装旅行牙刷套装，含便携收纳盒、漱口杯和牙膏架，不含酒精，设计简洁，商务旅行必备口腔护理用品,,￥9-￥99,https://img.kwcdn.com/product/open/89a1d94bd4114289904ea21a7be0b43c-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2支/3支/5支/11支装手动牙渍清洁器 - 手动牙齿清洁器 - 手动牙垢刮除器 - 便携式牙刷 - 手动牙刷 - 旅行牙刷 - 口腔清洁工具，适用于清洁顽固牙渍,,￥9-￥99,https://img.kwcdn.com/product/fancy/63bd4396-5b6b-4db5-8c30-1e8054e67fa6.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
这款多功能牙刷收纳盒饰有三丽鸥Hello Kitty图案，并配有牙膏盒。这款便携式、不含甲醛的旅行收纳盒适合日常使用、露营和居家使用，提供充足的牙刷收纳空间。,,￥9-￥99,https://img.kwcdn.com/product/open/746af6566df349f89fbd6b72cc283615-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
5/3个旅行牙刷头保护套，颜色随机 - 可爱卡通脸设计，便携透明带盖收纳盒，保护套收纳盒，适合家庭旅行，保持刷毛清洁卫生，居家旅行必备浴室用品,,￥9-￥99,https://img.kwcdn.com/product/fancy/afd219e2-f613-4a2b-8818-0479cd57ae3a.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
个性化定制姓名/Logo麦秸牙刷盒，兼容PP材质 - 多隔层旅行牙刷保护套，可印制姓名/Logo，耐用牙科收纳盒，男女老少皆宜 - 非常适合旅行和外出携带,,￥9-￥99,https://img.kwcdn.com/product/fancy/52606a99-f014-40b0-bbda-cec097267962.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1支/4支装软毛牙刷，适合3-6岁儿童，口腔护理清洁工具，超软刷毛，家用牙齿清洁，牙龈护理，手动牙刷,,￥9-￥99,https://img.kwcdn.com/product/fancy/c71cae4c-211a-4998-8771-20f86c0f656b.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
两件套假牙清洁刷及假牙清洁盒，硬毛假牙刷，双头口腔护理牙刷，专为彻底清洁假牙和牙桥而设计，多层刷毛,,￥9-￥99,https://img.kwcdn.com/product/fancy/c405968d-d8d1-4975-b64c-5a5aaac73e21.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
3支装瑞士风格超细纤维牙刷，超柔软高密度，温和呵护牙龈，成人男女通用，颜色和字母随机,,￥9-￥99,https://img.kwcdn.com/product/fancy/bf01dbeb-8333-49b7-8e5b-08fa4bbe8800.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
电动牙刷收纳盒，透明盖 - 紫色 - 兼容电动和手动牙刷，方便旅行携带，可放置于台面或浴室 - 卫生口腔护理收纳盒，设计紧凑，安全闭合，保护口腔卫生，居家收纳,,￥9-￥99,https://img.kwcdn.com/product/fancyalgo/toaster-api/toaster-processor-image-cm2in/fbf27552-48b5-11ef-a58c-0a580a699c58.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
16个替换刷头，兼容欧乐B电动牙刷。套装包含4个精准清洁刷头、4个交叉清洁刷头、4个3D清洁刷头和4个敏感清洁刷头。,,￥9-￥99,https://img.kwcdn.com/product/fancy/44a17ed6-33f0-4c6c-8d1a-6cdbf22686a3.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
【高品质】2件套包含（1瓶+1个镊子）树脂牙齿（带涂抹器） - 适合万圣节、派对、婚礼、情人节、嘉年华等场合的简易牙齿饰品，也是便捷的口腔护理工具。,,￥9-￥99,https://img.kwcdn.com/product/fancy/57971996-183b-4a08-8382-457782677e8f.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
10/32 件装口腔清洁指套，纱布指套牙刷（适用于乳牙），舌苔清洁器（适用于 0 至 1 岁婴儿）,,￥9-￥99,https://img.kwcdn.com/product/open/a3f70ad79b6a4256b3597edb22289b10-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
【4支装】旅行牙刷，小巧便携可折叠软毛牙刷，外观精致，透明设计，方便收纳，是旅行、露营、徒步、商务出行的理想之选！便捷牙刷，旅行必备,,￥9-￥99,https://img.kwcdn.com/product/fancy/481b44ce-1c13-48fd-857c-c1fddfd7e812.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1支卡通水果主题牙刷 | 柔软超细纤维刷毛，温和呵护牙龈，易握手柄，是口腔护理和生日礼物的理想之选,,￥9-￥99,https://img.kwcdn.com/product/open/f95fb70d51a047a8b777626d6f76070f-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
3件套玻璃管扁桃体结石清除器套装，含长柄勺和真空吸头 - 安全温和的扁桃体清洁器，用于清除扁桃体结石，口腔护理，无痛操作（适用于成人） - 耐用玻璃/金属材质,,￥9-￥99,https://img.kwcdn.com/product/open/2024-08-17/1723898026513-aa7fa7890747407782290e66e5cb4dc8-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
3件套假牙清洁套装，含收纳盒、牙刷和保护套 - 便携式假牙清洁套装，适用于牙套、运动护齿和假牙。多种颜色可选。,,￥9-￥99,https://img.kwcdn.com/product/fancy/463179cb-67de-47b4-9114-ea535a52d680.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
适用于欧乐B电动牙刷的6个刷头保护套，清洁安全，6个装 P15F,,￥9-￥99,https://img.kwcdn.com/product/fancy/b3c288c9-90d2-43d7-9394-142580e48768.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
软毛牙刷，1支装，适合3岁以上儿童，卡通小牛图案，超柔软刷毛，独立包装,,￥9-￥99,https://img.kwcdn.com/product/fancy/7c0c1d69-5e4e-4e4b-bd19-5f880cab8d85.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
4支/6支装随机颜色，大头硬毛牙刷，可去除牙垢，男女成人适用,,￥9-￥99,https://img.kwcdn.com/product/fancy/1ba2aafe-f4f1-4441-a771-6b9851e55a6b.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
成人口腔清洁牙刷，适用于佩戴牙套人士及口腔护理，手动清洁牙刷，可拆卸可更换刷头，成人手动牙刷，软毛牙刷，日常居家口腔护理，1个手柄和3个刷头,,￥9-￥99,https://img.kwcdn.com/product/fancy/f1d67b90-11a1-4bb2-96cf-3c9a56adad94.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
4支装中等硬度刷毛牙刷套装，大刷头，颜色随机 - 非常适合情侣、学生和家庭使用。,,￥9-￥99,https://img.kwcdn.com/product/open/2024-08-11/1723360917293-72b5c2515af74618afc603d25ef22bbe-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
电动冲牙器，智能芯片精准压力控制，360度旋转喷嘴，深度清洁牙齿和牙龈，理想的节日礼物,,￥9-￥99,https://img.kwcdn.com/product/fancy/8adaae37-cac6-4001-8a1d-801cbc8fd1fe.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2支装便携式钛合金牙间清洁棒，带伸缩机构和钥匙扣 - 高强度不锈钢牙间清洁棒，小巧便携设计，经久耐用，符合人体工程学的手柄，附赠旅行收纳盒（理想礼品）,,￥9-￥99,https://img.kwcdn.com/product/open/98f657efea0a45fb916497cc684cd170-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
3件套长玻璃管扁桃体结石去除工具，带吸球，手动口腔护理套装，用于清洁舌头和清新口气,,￥9-￥99,https://img.kwcdn.com/product/fancy/e42fd13f-8bf7-46dd-a0c1-68ce36590acf.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
7件套大容量牙刷套装，5合1多功能牙刷护理套装（薄荷绿茶味），包含爆珠牙膏、牙刷、牙线、牙间清洁棒和舌刮器，方便舒适，柔软刷毛设计,,￥9-￥99,https://img.kwcdn.com/product/fancy/5a80f574-825f-461b-8b13-f41392ef0658.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2件套扁桃体结石清除器真空吸头，配有长柄勺，扁桃体结石清除套装，扁桃体结石清除工具，扁桃体清洁器 - 手动式口腔清洁器，成人口腔护理漱口器，牙科拔罐工具，橡胶头牙龈刺激器,,￥9-￥99,https://img.kwcdn.com/product/fancy/5f6b53d7-c8e6-458b-93e7-5ac2fffa4af4.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2件套扁桃体结石取出器 - 黑色、玻璃和硅胶材质，安全吸力，易于使用，温和清洁,,￥9-￥99,https://img.kwcdn.com/product/fancy/4611fac3-68ce-4864-a931-3277ac933397.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
Kasili 三头牙刷，软硬刷毛兼备，高品质替换装，适合家庭使用，尤其适合女性、成人和情侣。,,￥9-￥99,https://img.kwcdn.com/product/fancy/289ce177-8743-4e5b-95be-c5e5b5d2264c.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
10支装/20支装竹制牙刷，14.5厘米长，彩色，柔软尼龙刷毛,,￥9-￥99,https://img.kwcdn.com/product/fancy/15d996c1-612c-48eb-b54c-5916eeb3650f.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
一套两只可爱的黑色猫咪造型发夹，便携易用，适合居家使用，也适合旅行携带。这些可爱的发夹非常适合收纳发夹。,,￥9-￥99,https://img.kwcdn.com/product/fancy/5b9835b8-6f66-44c7-8c5c-1e2b1d40ac49.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
